202166029, 169157140.4, 208
324007161, 169157140.4, 212
393775577, 169157140.4, 194
476295718, 169157140.4, 188
536617595, 169157140.4, 202
563309713, 169157140.4, 196
564734517, 169157140.4, 170
574548179, 169157140.4, 202
751346170, 169157140.4, 202
824492632, 169157140.4, 198
839484690, 169157140.4, 178
852939565, 169157140.4, 202
902609034, 169157140.4, 244
1030322742, 169157140.4, 208
1052255478, 169157140.4, 210
1100136352, 169157140.4, 214
1142760152, 169157140.4, 234
1144074037, 169157140.4, 196
1199174736, 169157140.4, 194
1209812225, 169157140.4, 200
1229543819, 169157140.4, 198
1266221214, 169157140.4, 230
1321322089, 169157140.4, 194
1340006211, 169157140.4, 176
1361752815, 169157140.4, 216
1393186761, 169157140.4, 234
1433317162, 169157140.4, 196
1475973201, 169157140.4, 192
1479694738, 169157140.4, 208
1512019608, 169157140.4, 200
1535287766, 169157140.4, 238
1608550253, 169157140.4, 188
1661040623, 169157140.4, 210
1742288653, 169157140.4, 184
1834491345, 169157140.4, 202
1888819336, 169157140.4, 180
1918852244, 169157140.4, 180
1951601812, 169157140.4, 220
1980823553, 169157140.4, 190
1984541705, 169157140.4, 188
2000081159, 169157140.4, 190
2187794748, 169157140.4, 198
2203613554, 169157140.4, 190
2207567388, 169157140.4, 220
2250608643, 169157140.4, 192
2270084402, 169157140.4, 198
2358393908, 169157140.4, 202
2378087187, 169157140.4, 220
2588533495, 169157140.4, 180
2609259492, 169157140.4, 210
2646434882, 169157140.4, 220
2648294038, 169157140.4, 194
2726759692, 169157140.4, 190
2764795913, 169157140.4, 226
2784834646, 169157140.4, 196
2816400542, 169157140.4, 216
2859396361, 169157140.4, 172
2864590958, 169157140.4, 216
2880332019, 169157140.4, 164
2912222548, 169157140.4, 226
2926770932, 169157140.4, 190
2943560133, 169157140.4, 202
3124684287, 169157140.4, 218
3171500529, 169157140.4, 222
3204018216, 169157140.4, 212
3275610905, 169157140.4, 194
3282452566, 169157140.4, 216
3294417098, 169157140.4, 216
3337508748, 169157140.4, 204
3345045202, 169157140.4, 200
3354807896, 169157140.4, 208
3377838211, 169157140.4, 240
3425959961, 169157140.4, 158
3485904792, 169157140.4, 194
3488960581, 169157140.4, 214
3538576873, 169157140.4, 218
3599505778, 169157140.4, 178
3599604450, 169157140.4, 172
3603354867, 169157140.4, 188
3605566504, 169157140.4, 186
3751487373, 169157140.4, 186
3752066016, 169157140.4, 226
3762609575, 169157140.4, 212
3798311982, 169157140.4, 198
3812595908, 169157140.4, 198
3842143975, 169157140.4, 214
3889108738, 169157140.4, 172
3941740024, 169157140.4, 192
3960180429, 169157140.4, 222
4032142115, 169157140.4, 178
4038334604, 169157140.4, 176
4041315563, 169157140.4, 222
4114764548, 169157140.4, 182
4131605465, 169157140.4, 184
4140816534, 169157140.4, 226
4144029197, 169157140.4, 212
4150439570, 169157140.4, 194
4190461926, 169157140.4, 206
4251873952, 169157140.4, 196
4254649063, 169157140.4, 244
202166029, 169157141.4, 168
324007161, 169157141.4, 212
393775577, 169157141.4, 196
476295718, 169157141.4, 232
536617595, 169157141.4, 196
563309713, 169157141.4, 200
564734517, 169157141.4, 226
574548179, 169157141.4, 226
751346170, 169157141.4, 184
824492632, 169157141.4, 188
839484690, 169157141.4, 218
852939565, 169157141.4, 204
902609034, 169157141.4, 194
1030322742, 169157141.4, 226
1052255478, 169157141.4, 214
1100136352, 169157141.4, 220
1142760152, 169157141.4, 226
1144074037, 169157141.4, 162
1199174736, 169157141.4, 216
1209812225, 169157141.4, 232
1229543819, 169157141.4, 198
1266221214, 169157141.4, 182
1321322089, 169157141.4, 224
1340006211, 169157141.4, 170
